District Code,DistrictName,School Code,SchoolName,grade span (Oct16),Highest Grade (Oct16),School Category in 2016-17,Students - 10/1/2016,Students In Poverty,Poverty - 10/1/2016,Eligibility as Challenging School for School Year 2017-18
27003,Puyallup,4443,Stahl Junior High,7-9,9,Middle,836,307,36.72%,Not eligible - Poverty below threshold
27003,Puyallup,2311,Stewart Elementary,PK-6,6,Elementary,374,223,59.63%,Not eligible - Poverty below threshold
27003,Puyallup,3896,Sunrise Elementary,PK-6,6,Elementary,528,270,51.14%,Not eligible - Poverty below threshold
27003,Puyallup,3972,Walker High School,9-12,12,High,111,61,54.95%,Challenging School
27003,Puyallup,2495,Waller Road Elementary,PK-6,6,Elementary,342,173,50.58%,Not eligible - Poverty below threshold
27003,Puyallup,4360,Warren Hunt Elem,PK-6,6,Elementary,638,261,40.91%,Not eligible - Poverty below threshold
27003,Puyallup,3558,Wildwood Elementary,PK-6,6,Elementary,500,262,52.40%,Not eligible - Poverty below threshold
27003,Puyallup,2519,Woodland Elementary,PK-6,6,Elementary,696,277,39.80%,Not eligible - Poverty below threshold
27003,Puyallup,4496,Zeiger Elementary,PK-6,6,Elementary,699,234,33.48%,Not eligible - Poverty below threshold
16020,Queets-Clearwater,2491,Queets-Clearwater Elementary,PK-8,8,Middle,21,21,100.00%,Challenging School1
16048,Quilcene,5081,Crossroads Community School,9-12,12,High,6,2,33.33%,Not eligible - Poverty below threshold
16048,Quilcene,5236,PEARL,K-8,8,Middle,118,1,0.85%,Not eligible - Poverty below threshold
16048,Quilcene,2474,Quilcene High And Elementary,K-12,12,High,199,101,50.75%,Challenging School
5903,Quileute,5430,Quileute Tribal School,K-12,12,High,60,55,91.67%,Challenging School
5402,Quillayute Valley,1671,District Run Home School,K-12,12,High,23,12,52.17%,Not eligible - Less than 30 students
5402,Quillayute Valley,1500,Forks Alternative School,9-12,12,High,38,18,47.37%,Not eligible - Poverty below threshold
5402,Quillayute Valley,3737,Forks Elementary School,PK-3,3,Elementary,325,217,66.77%,Not eligible - Poverty below threshold
5402,Quillayute Valley,5363,Forks Intermediate School,4-6,6,Elementary,244,158,64.75%,Not eligible - Poverty below threshold
5402,Quillayute Valley,2349,Forks Junior-Senior High School,7-12,12,High,447,269,60.18%,Challenging School
5402,Quillayute Valley,5071,Insight School of Washington,9-12,12,High,"1,997","1,080",54.08%,Challenging School
13144,Quincy,3426,George Elementary,K-4,4,Elementary,187,172,91.98%,Challenging School
13144,Quincy,4536,Monument Elementary,4-6,6,Elementary,618,551,89.16%,Challenging School
13144,Quincy,3020,Mountain View Elementary,PK-3,3,Elementary,462,384,83.12%,Challenging School
13144,Quincy,2919,Pioneer Elementary,K-3,3,Elementary,454,385,84.80%,Challenging School
13144,Quincy,3088,Quincy High School,9-12,12,High,814,651,79.98%,Challenging School
13144,Quincy,1506,Quincy High Tech High,9-12,12,High,43,42,97.67%,Challenging School
13144,Quincy,2510,Quincy Junior High,7-8,8,Middle,416,353,84.86%,Challenging School
34307,Rainier,4486,Rainier Elementary School,PK-5,5,Elementary,371,195,52.56%,Not eligible - Poverty below threshold
34307,Rainier,2158,Rainier Middle School,6-8,8,Middle,179,99,55.31%,Not eligible - Poverty below threshold
34307,Rainier,2468,Rainier Senior High School,9-12,12,High,264,108,40.91%,Not eligible - Poverty below threshold
17908,Rainier Prep,5380,Rainier Prep,5-7,7,Middle,251,194,77.29%,Challenging School
25116,Raymond,1672,Developmental Preschool,PK-PK,PK,Elementary,3,3,100.00%,Not eligible - Less than 30 students
25116,Raymond,2803,Raymond Elementary School,K-6,6,Elementary,298,213,71.48%,Challenging School
25116,Raymond,1902,Raymond Home Link School,K-8,8,Middle,65,5,7.69%,Not eligible - Poverty below threshold
25116,Raymond,2357,Raymond Jr Sr High School,7-12,12,High,242,131,54.13%,Challenging School
22009,Reardan-Edwall,2864,Reardan Elementary School,PK-6,6,Elementary,247,108,43.72%,Not eligible - Poverty below threshold
22009,Reardan-Edwall,2478,Reardan Middle-Senior High School,7-12,12,High,324,106,32.72%,Not eligible - Poverty below threshold
17403,Renton,3587,Benson Hill Elementary School,K-5,5,Elementary,575,274,47.65%,Not eligible - Poverty below threshold
17403,Renton,2439,Bryn Mawr Elementary School,K-5,5,Elementary,489,318,65.03%,Not eligible - Poverty below threshold
17403,Renton,3034,Campbell Hill Elementary School,K-5,5,Elementary,481,373,77.55%,Challenging School
17403,Renton,3337,Cascade Elementary School,K-5,5,Elementary,547,365,66.73%,Not eligible - Poverty below threshold
17403,Renton,3280,Dimmitt Middle School,6-8,8,Middle,938,666,71.00%,Challenging School
17403,Renton,1534,Griffin Home,7-12,12,High,6,5,83.33%,Not eligible - Less than 30 students
17403,Renton,3485,Hazelwood Elementary School,K-5,5,Elementary,616,131,21.27%,Not eligible - Poverty below threshold
17403,Renton,3630,Hazen Senior High School,9-12,12,High,"1,623",563,34.69%,Not eligible - Poverty below threshold
17403,Renton,2640,Highlands Elementary School,K-5,5,Elementary,571,398,69.70%,Not eligible - Poverty below threshold
17403,Renton,1784,Home Program,K-12,12,High,127,13,10.24%,Not eligible - Poverty below threshold
17403,Renton,5229,Honey Dew Elementary,K-5,5,Elementary,537,358,66.67%,Not eligible - Poverty below threshold
17403,Renton,2597,Kennydale Elementary School,K-5,5,Elementary,614,199,32.41%,Not eligible - Poverty below threshold
17403,Renton,2929,Lakeridge Elementary School,K-5,5,Elementary,397,330,83.12%,Challenging School
17403,Renton,3741,Lindbergh Senior High School,9-12,12,High,"1,263",605,47.90%,Not eligible - Poverty below threshold
17403,Renton,3586,Maplewood Heights Elementary School,K-5,5,Elementary,717,227,31.66%,Not eligible - Poverty below threshold
17403,Renton,3035,McKnight Middle School,6-8,8,Middle,"1,271",499,39.26%,Not eligible - Poverty below threshold
17403,Renton,5313,Meadow Crest Early Childhood Education Center,PK-PK,PK,Elementary,295,105,35.59%,Not eligible - Poverty below threshold
17403,Renton,3434,Nelsen Middle School,6-8,8,Middle,"1,001",603,60.24%,Challenging School
17403,Renton,5335,Open Door Youth Reengagement Renton,11-12,12,High,32,18,56.25%,Challenging School
17403,Renton,1648,Out Of District Facility,PK-12,12,High,13,6,46.15%,Not eligible - Poverty below threshold
17403,Renton,5070,Renton Academy,K-12,12,High,44,31,70.45%,Challenging School
17403,Renton,3521,Renton Park Elementary School,K-5,5,Elementary,467,275,58.89%,Not eligible - Poverty below threshold
17403,Renton,2475,Renton Senior High School,9-12,12,High,"1,298",850,65.49%,Challenging School
17403,Renton,5282,Secondary Learning Center,7-12,12,High,309,199,64.40%,Challenging School
17403,Renton,3668,Sierra Heights Elementary School,K-5,5,Elementary,617,257,41.65%,Not eligible - Poverty below threshold
17403,Renton,3740,Talbot Hill Elementary School,K-5,5,Elementary,531,235,44.26%,Not eligible - Poverty below threshold
17403,Renton,3702,Tiffany Park Elementary School,K-5,5,Elementary,441,244,55.33%,Not eligible - Poverty below threshold
10309,Republic,2789,Republic Elementary School,PK-6,6,Elementary,159,124,77.99%,Challenging School
10309,Republic,3559,Republic Junior High,7-8,8,Middle,47,29,61.70%,Challenging School
10309,Republic,1898,Republic Parent Partner,K-12,12,High,73,5,6.85%,Not eligible - Poverty below threshold
10309,Republic,3579,Republic Senior High School,9-12,12,High,96,51,53.13%,Challenging School
3400,Richland,4060,Badger Mountain Elementary,PK-5,5,Elementary,607,206,33.94%,Not eligible - Poverty below threshold
3400,Richland,2721,Carmichael Middle School,6-8,8,Middle,959,360,37.54%,Not eligible - Poverty below threshold
3400,Richland,2785,Chief Joseph Middle School,6-8,8,Middle,753,419,55.64%,Not eligible - Poverty below threshold
3400,Richland,3926,Enterprise Middle School,6-8,8,Middle,"1,183",292,24.68%,Not eligible - Poverty below threshold
3400,Richland,3833,Hanford High School,9-12,12,High,"2,011",536,26.65%,Not eligible - Poverty below threshold
3400,Richland,2786,Jason Lee Elementary School,PK-5,5,Elementary,550,398,72.36%,Challenging School
3400,Richland,2642,Jefferson Elementary,PK-5,5,Elementary,481,324,67.36%,Not eligible - Poverty below threshold
3400,Richland,2657,Lewis & Clark Elementary School,PK-5,5,Elementary,555,355,63.96%,Not eligible - Poverty below threshold
3400,Richland,2656,Marcus Whitman Elementary,K-5,5,Elementary,558,433,77.60%,Challenging School
3400,Richland,5419,Orchard Elementary,PK-5,5,Elementary,671,127,18.93%,Not eligible - Poverty below threshold
3400,Richland,3511,Richland High School,9-12,12,High,"2,004",655,32.68%,Not eligible - Poverty below threshold
3400,Richland,4295,Rivers Edge High School,9-12,12,High,212,117,55.19%,Challenging School
3400,Richland,3732,Sacajawea Elementary,K-5,5,Elementary,503,212,42.15%,Not eligible - Poverty below threshold
3400,Richland,2001,Special Programs,PK-12,12,High,133,3,2.26%,Not eligible - Poverty below threshold
3400,Richland,4059,Tapteal Elementary School,PK-5,5,Elementary,617,306,49.59%,Not eligible - Poverty below threshold
3400,Richland,5165,Three Rivers Home Link,K-12,12,High,533,80,15.01%,Not eligible - Poverty below threshold
3400,Richland,5092,White Bluffs Elementary School,PK-5,5,Elementary,687,113,16.45%,Not eligible - Poverty below threshold
3400,Richland,4543,William Wiley Elementary School,K-5,5,Elementary,526,100,19.01%,Not eligible - Poverty below threshold
6122,Ridgefield,2390,Ridgefield High School,9-12,12,High,824,174,21.12%,Not eligible - Poverty below threshold
6122,Ridgefield,3321,South Ridge Elementary,PK-6,6,Elementary,718,193,26.88%,Not eligible - Poverty below threshold
6122,Ridgefield,3786,Union Ridge Elementary,K-6,6,Elementary,837,232,27.72%,Not eligible - Poverty below threshold
6122,Ridgefield,3891,View Ridge Middle School,7-8,8,Middle,426,116,27.23%,Not eligible - Poverty below threshold
1160,Ritzville,5303,Lind Ritzville Middle School,6-8,8,Middle,54,28,51.85%,Not eligible - Poverty below threshold
1160,Ritzville,2719,Ritzville Grade School,PK-5,5,Elementary,174,91,52.30%,Not eligible - Poverty below threshold
1160,Ritzville,2132,Ritzville High School,9-12,12,High,126,44,34.92%,Not eligible - Poverty below threshold
32416,Riverside,2525,Chattaroy Elementary,PK-4,4,Elementary,245,150,61.22%,Not eligible - Poverty below threshold
32416,Riverside,1919,Independent Scholar,K-12,12,High,64,42,65.63%,Challenging School
32416,Riverside,4033,Riverside Elementary,K-5,5,Elementary,380,220,57.89%,Not eligible - Poverty below threshold
32416,Riverside,4228,Riverside High School,9-12,12,High,475,222,46.74%,Not eligible - Poverty below threshold
32416,Riverside,3466,Riverside Middle School,6-8,8,Middle,319,164,51.41%,Not eligible - Poverty below threshold
17407,Riverview,2485,Carnation Elementary School,PK-5,5,Elementary,429,87,20.28%,Not eligible - Poverty below threshold
17407,Riverview,3524,Cedarcrest High School,9-12,12,High,"1,000",145,14.50%,Not eligible - Poverty below threshold
17407,Riverview,3101,Cherry Valley Elementary School,K-5,5,Elementary,515,68,13.20%,Not eligible - Poverty below threshold
17407,Riverview,5244,Choice,9-10,10,High,10,5,50.00%,Not eligible - Less than 30 students
17407,Riverview,1756,CLIP,11-12,12,High,30,18,60.00%,Challenging School
17407,Riverview,3006,Eagle Rock Multiage School,K-5,5,Elementary,66,1,1.52%,Not eligible - Poverty below threshold
17407,Riverview,1854,PARADE,K-12,12,High,128,5,3.91%,Not eligible - Poverty below threshold
17407,Riverview,4332,Stillwater Elementary,K-5,5,Elementary,449,62,13.81%,Not eligible - Poverty below threshold
17407,Riverview,4318,Tolt Middle School,6-8,8,Middle,736,112,15.22%,Not eligible - Poverty below threshold
34401,Rochester,3801,Grand Mound Elementary,3-5,5,Elementary,530,294,55.47%,Not eligible - Poverty below threshold
34401,Rochester,1735,H.e.a.r.t. High School,9-12,12,High,30,19,63.33%,Challenging School
34401,Rochester,4326,Rochester High School,9-12,12,High,658,310,47.11%,Not eligible - Poverty below threshold
34401,Rochester,3067,Rochester Middle School,6-8,8,Middle,526,276,52.47%,Not eligible - Poverty below threshold
34401,Rochester,2527,Rochester Primary School,PK-2,2,Elementary,556,297,53.42%,Not eligible - Poverty below threshold
20403,Roosevelt,3530,Roosevelt Elementary School,K-6,6,Elementary,26,0,0.00%,Not eligible - Poverty below threshold
38320,Rosalia,3204,Rosalia Elementary & Secondary School,PK-12,12,High,183,118,64.48%,Challenging School
13160,Royal,3090,Red Rock Elementary,PK-3,3,Elementary,618,484,78.32%,Challenging School
13160,Royal,3516,Royal High School,9-12,12,High,489,360,73.62%,Challenging School
13160,Royal,5388,Royal Intermediate School,4-6,6,Elementary,388,314,80.93%,Challenging School
13160,Royal,3620,Royal Middle School,7-8,8,Middle,264,194,73.48%,Challenging School
28149,San Juan Island,2520,Friday Harbor Elementary School,K-6,6,Elementary,405,182,44.94%,Not eligible - Poverty below threshold
28149,San Juan Island,2879,Friday Harbor High School,9-12,12,High,283,108,38.16%,Not eligible - Poverty below threshold
28149,San Juan Island,3011,Friday Harbor Middle School,7-8,8,Middle,124,59,47.58%,Not eligible - Poverty below threshold
28149,San Juan Island,1963,Griffin Bay School,8-12,12,High,12,3,25.00%,Not eligible - Poverty below threshold
14104,Satsop,2010,Satsop Elementary,K-6,6,Elementary,70,29,41.43%,Not eligible - Poverty below threshold
17001,Seattle,2138,Adams Elementary School,K-5,5,Elementary,572,89,15.56%,Not eligible - Poverty below threshold
17001,Seattle,3774,Aki Kurose Middle School,6-8,8,Middle,737,601,81.55%,Challenging School
17001,Seattle,2181,Alki Elementary School,K-5,5,Elementary,380,54,14.21%,Not eligible - Poverty below threshold
17001,Seattle,2730,Arbor Heights Elementary School,K-5,5,Elementary,452,128,28.32%,Not eligible - Poverty below threshold
17001,Seattle,3717,B F Day Elementary School,K-5,5,Elementary,290,85,29.31%,Not eligible - Poverty below threshold
17001,Seattle,2307,Bailey Gatzert Elementary School,PK-5,5,Elementary,316,250,79.11%,Challenging School
17001,Seattle,2220,Ballard High School,9-12,12,High,"1,853",242,13.06%,Not eligible - Poverty below threshold
17001,Seattle,2070,Beacon Hill International School,K-5,5,Elementary,423,253,59.81%,Not eligible - Poverty below threshold
17001,Seattle,5048,Birth to 3 Contracts,PK-PK,PK,Elementary,425,14,3.29%,Not eligible - Poverty below threshold
17001,Seattle,5406,Bridges Transition,12-12,12,High,103,49,47.57%,Not eligible - Poverty below threshold
17001,Seattle,2209,Broadview-Thomson K-8 School,PK-8,8,Middle,624,368,58.97%,Not eligible - Poverty below threshold
17001,Seattle,2372,Bryant Elementary School,K-5,5,Elementary,595,31,5.21%,Not eligible - Poverty below threshold
17001,Seattle,1751,Cascade Parent Partnership Program,K-12,12,High,175,29,16.57%,Not eligible - Poverty below threshold
17001,Seattle,5292,Cascadia Elementary,1-5,5,Elementary,754,30,3.98%,Not eligible - Poverty below threshold
17001,Seattle,2838,Catharine Blaine K-8 School,K-8,8,Middle,770,60,7.79%,Not eligible - Poverty below threshold
17001,Seattle,3096,Chief Sealth International High School,9-12,12,High,"1,086",720,66.30%,Challenging School
17001,Seattle,2392,Cleveland High School STEM,9-12,12,High,859,539,62.75%,Challenging School
17001,Seattle,2199,Concord International School,K-5,5,Elementary,358,279,77.93%,Challenging School
17001,Seattle,2450,Daniel Bagley Elementary School,K-5,5,Elementary,427,54,12.65%,Not eligible - Poverty below threshold
17001,Seattle,2839,David T. Denny International Middle School,6-8,8,Middle,823,586,71.20%,Challenging School
17001,Seattle,3803,Dearborn Park International School,K-5,5,Elementary,354,268,75.71%,Challenging School
17001,Seattle,2321,Dunlap Elementary School,PK-5,5,Elementary,302,238,78.81%,Challenging School
17001,Seattle,2729,Eckstein Middle School,6-8,8,Middle,980,128,13.06%,Not eligible - Poverty below threshold
17001,Seattle,2118,Emerson Elementary School,K-5,5,Elementary,290,202,69.66%,Not eligible - Poverty below threshold
17001,Seattle,3518,Fairmount Park Elementary School,PK-5,5,Elementary,516,74,14.34%,Not eligible - Poverty below threshold
17001,Seattle,2182,Franklin High School,9-12,12,High,"1,240",900,72.58%,Challenging School
17001,Seattle,2090,Frantz Coe Elementary School,K-5,5,Elementary,560,55,9.82%,Not eligible - Poverty below threshold
17001,Seattle,2306,Garfield High School,9-12,12,High,"1,761",610,34.64%,Not eligible - Poverty below threshold
17001,Seattle,2139,Gatewood Elementary School,K-5,5,Elementary,388,104,26.80%,Not eligible - Poverty below threshold
17001,Seattle,3429,Genesee Hill Elementary,K-5,5,Elementary,691,70,10.13%,Not eligible - Poverty below threshold
17001,Seattle,3378,Graham Hill Elementary School,K-5,5,Elementary,352,242,68.75%,Not eligible - Poverty below threshold
17001,Seattle,2061,Green Lake Elementary School,PK-5,5,Elementary,427,63,14.75%,Not eligible - Poverty below threshold
17001,Seattle,2123,Greenwood Elementary School,PK-5,5,Elementary,361,59,16.34%,Not eligible - Poverty below threshold
17001,Seattle,2371,Hamilton International Middle School,6-8,8,Middle,"1,202",96,7.99%,Not eligible - Poverty below threshold
